Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,CENTRAL-AMERICA,N.Central-America,NCA,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,N.Europe,NEU,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,West&Central-Europe,WCE,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,EUROPE,E.Europe,EEU,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,Russian-Arctic,RAR,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised beef,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised beef,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised beef,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised beef,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Sheep,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Sheep,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Sheep,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Goats,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Goats,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Goats,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Pigs,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Pigs,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Pigs,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,W.Siberia,WSB,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,E.Siberia,ESB,Mixed dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,E.Siberia,ESB,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,E.Siberia,ESB,Mixed dairy,Humid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,E.Siberia,ESB,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,E.Siberia,ESB,Mixed dairy,Temperate,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,E.Siberia,ESB,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
Low potential,ASIA,E.Siberia,ESB,Specialised dairy,Arid,Herd,System,Reduced embodied feed emissions,NA,NA,NA,
Low potential,ASIA,E.Siberia,ESB,Specialised dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
